,Price,address,Local_area,zipcode,beds,baths,sqft,url,latitude,longitude
268,599900,18718 N PALACIO Lane,Surprise,85387,2.0,3.0,2483.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Sun-City-Grand/18718-N-PALACIO-Lane/109756665.html,33.7129,-112.4375
269,415000,9315 W MARIPOSA Drive,Phoenix,85037,3.0,2.0,2157.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Maryvale/9315-W-MARIPOSA-Drive/109756740.html,33.4913,-112.2468
270,489000,1960 W Omar Drive,Casas Adobes,85704,4.0,3.0,2171.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Coronado/1960-W-Omar-Drive/109776894.html,32.3379,-110.9855
271,495000,28001 N 210TH Avenue,Wittmann,85361,4.0,2.0,1800.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Wittmann/28001-N-210TH-Avenue/109759182.html,33.7637,-112.6142
272,449900,40000 W HOPPER Drive,Maricopa,85138,5.0,3.0,3267.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/40000-W-HOPPER-Drive/109756585.html,33.0073,-111.9324
273,50000,1932 Oliver Drive,Bullhead City,86442,2.0,1.0,720.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/1932-Oliver-Drive/109752134.html,35.106,-114.5947
274,399000,2008 E BEAUTIFUL Lane,Phoenix,85042,3.0,2.0,1852.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/South-Mountain-Highland-Terrace/2008-E-BEAUTIFUL-Lane/109756811.html,33.3794,-112.0283
275,675000,2338 Regatta Ct,Lake Havasu City,86404,3.0,2.0,1966.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/2338-Regatta-Ct/109769081.html,34.5575,-114.3307
276,310000,810 S Fremont Avenue 2,Tucson,85719,3.0,2.0,1800.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Millville/810-S-Fremont-Avenue/109598642.html,32.2474,-110.9491
277,415000,4145 W Bluefield Avenue,Glendale,85308,4.0,2.0,2028.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Arrowhead-Ranch/4145-W-Bluefield-Avenue/109759116.html,33.6539,-112.1694
278,369000,15931 W QUAIL BRUSH Lane,Surprise,85374,2.0,2.0,1282.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Sun-City-Grand/15931-W-QUAIL-BRUSH-Lane/109759224.html,33.63,-112.3314
279,444000,343 E Streams Edge Place,Oro Valley,85737,5.0,3.0,2626.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Oro-Valley/Linda-Vista/343-E-Streams-Edge-Place/109776868.html,32.4142,-110.9466
280,260000,1449 E AVENIDA FRESCA --,Casa Grande,85122,3.0,2.0,1630.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/1449-E-AVENIDA-FRESCA-/109756735.html,32.8905,-111.754
281,399000,18265 W EVA Street,Waddell,85355,4.0,3.0,2438.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Waddell/18265-W-EVA-Street/109759133.html,33.5673,-112.4387
282,40000,2052 Swan Circle,Bullhead City,86442,1.0,1.0,500.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2052-Swan-Circle/109752123.html,35.106,-114.5947
283,335000,325 N Palo Verde St,Cottonwood,86326,2.0,2.0,1482.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Yavapai-County/Cottonwood/325-N-Palo-Verde-St/109706180.html,34.7055,-112.0091
284,299000,2014 N 24TH Street,Phoenix,85006,3.0,2.0,1401.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Encanto-Village/2014-N-24TH-Street/109759129.html,33.465,-112.0474
285,639000,1971 E DERRINGER Way,Chandler,85286,4.0,3.0,2689.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/1971-E-DERRINGER-Way/109756765.html,33.2711,-111.8311
286,340000,2836 W Greenstreak Drive,Casas Adobes,85741,3.0,3.0,2311.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Coronado/2836-W-Greenstreak-Drive/109776869.html,32.3472,-111.0419
287,309000,20435 E Wagon Wheel Circle,Black Canyon City,85324,3.0,2.0,1546.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Black-Canyon-City/20435-E-Wagon-Wheel-Circle/109756924.html,34.0755,-112.134
288,399000,3232 Cutthroat Circle,Pinetop Country Club,85935,3.0,2.0,1549.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Pinetop-Country-Club/3232-Cutthroat-Circle/109752427.html,34.1175,-109.9197
289,264900,2196 E Bloor Way,Fort Mohave,86426,3.0,2.0,1316.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mohave-County/Fort-Mohave/2196-E-Bloor-Way/109752151.html,35.0052,-114.5687
290,379900,2263 Brookfield Drive,Bullhead City,86442,3.0,2.0,1886.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2263-Brookfield-Drive/109752133.html,35.106,-114.5947
291,725000,3456 E. Franklin Avenue ,Gilbert,85295,4.0,3.0,3076.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Lyons-Gate/3456-E-Franklin-Avenue-/109727412.html,33.3054,-111.7408
292,610000,2181 Souchak Drive,Lake Havasu City,86406,3.0,2.0,1688.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/2181-Souchak-Drive/109769086.html,34.4228,-114.125
293,489900,629 King Copper Rd,Clarkdale,86324,3.0,3.0,2887.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Yavapai-County/629-King-Copper-Rd/109774962.html,34.7711,-112.0579
294,489900,2949 W Mcrae Way,Phoenix,85027,3.0,2.0,2386.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Deer-Valley-Village/2949-W-Mcrae-Way/109759230.html,33.6819,-112.0996
295,389000,10902 E KIVA Avenue,Mesa,85209,2.0,2.0,1165.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Augusta-Ranch/10902-E-KIVA-Avenue/109757011.html,33.3782,-111.6406
296,305000,1101 W EMELITA Avenue,Mesa,85210,3.0,2.0,1515.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Powell-Estates/1101-W-EMELITA-Avenue/109756827.html,33.3887,-111.8428
297,350000,12525 W JEFFERSON Street,Avondale,85323,3.0,2.0,1575.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Avondale/Coldwater-Springs/12525-W-JEFFERSON-Street/109759163.html,33.4321,-112.3438
298,765000,2457 N Strawberry Way,Flagstaff,86004,5.0,3.0,2862.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Flagstaff-CCD/2457-N-Strawberry-Way/109773026.html,35.2257,-111.5741
299,339000,9976 E Via Del Pasto,Tucson,85747,4.0,2.0,1935.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Rita-Ranch/9976-E-Via-Del-Pasto/109776870.html,32.0984,-110.7272
300,370000,10943 E LINDNER Avenue,Mesa,85209,2.0,2.0,1375.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Augusta-Ranch/10943-E-LINDNER-Avenue/109759347.html,33.3782,-111.6406
301,415000,326 W BRUCE Avenue,Gilbert,85233,3.0,2.0,1384.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Val-Vista-Lakes/326-W-BRUCE-Avenue/109759277.html,33.3354,-111.8153
302,180000,889 N Taylor Rd,Willcox,85643,3.0,2.0,1890.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Willcox/889-N-Taylor-Rd/109758864.html,32.373,-109.8631
303,998888,5323 W LONE CACTUS Drive,Glendale,85308,6.0,4.0,3758.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Arrowhead-Ranch/5323-W-LONE-CACTUS-Drive/109756929.html,33.6539,-112.1694
304,374900,3062 W SANTA CRUZ Avenue,Queen Creek,85142,4.0,3.0,2011.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/3062-W-SANTA-CRUZ-Avenue/109759146.html,33.2487,-111.6343
305,975000,3465 Navoti Drive,Sedona,86336,3.0,3.0,2251.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Sedona/3465-Navoti-Drive/107413143.html,34.8266,-111.7506
306,425000,7083 Breeze Way Lane,Linden,85901,2.0,3.0,1682.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Linden/7083-Breeze-Way-Lane/109752424.html,34.2998,-110.0
307,770000,1445 W Kenrick Drive,Wickenburg,85390,3.0,2.0,3230.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Wickenburg/1445-W-Kenrick-Drive/109759350.html,33.8944,-112.8603
308,275000,620 Zaire Court,Rio Rico,85648,3.0,2.0,1498.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Rio-Rico/620-Zaire-Court/109776891.html,31.5084,-111.0757
309,1099000,1405 Sierry Peaks Drive,Prescott,86305,4.0,3.0,3667.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/1405-Sierry-Peaks-Drive/109774107.html,34.8185,-112.9584
310,409900,12319 W PALMAIRE Avenue,Glendale,85307,4.0,2.0,1800.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Capistrano-North/12319-W-PALMAIRE-Avenue/109757048.html,33.5376,-112.3137
311,750000,1721 Rolling Hills Drive,Prescott,86303,3.0,2.0,1990.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/1721-Rolling-Hills-Drive/109774100.html,34.4958,-112.3783
312,375000,25532 W CROWN KING Road,Buckeye,85326,3.0,3.0,2485.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Westpark/25532-W-CROWN-KING-Road/109756949.html,33.3703,-112.5838
313,369900,5293 S Tierra Linda Drive,Fort Mohave,86426,4.0,2.0,1547.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mohave-County/Fort-Mohave/5293-S-Tierra-Linda-Drive/109752120.html,35.0052,-114.5687
314,1550000,10180 E Larkspur Drive,Scottsdale,85260,4.0,3.0,2748.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Horizons/10180-E-Larkspur-Drive/109756659.html,33.6013,-111.8867
315,550000,1949 E STACEY Road,Queen Creek,85142,5.0,3.0,2121.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Chandler-Heights/1949-E-STACEY-Road/109759172.html,33.2487,-111.6343
316,699000,35526 E Peregrine Place,Tucson,85739,2.0,3.0,2578.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/35526-E-Peregrine-Place/109776890.html,32.465,-110.8922
317,339900,125 N 22nd Place #93 --,Mesa,85213,3.0,2.0,1302.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Meadowgreen/125-N-22nd-Place-93-/109756621.html,33.4367,-111.7731
318,899900,14573 W LAJOLLA Drive,Litchfield Park,85340,5.0,6.0,3919.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Litchfield-Park/14573-W-LAJOLLA-Drive/109756783.html,33.5098,-112.4135
319,325000,10844 W MEADE Drive,Sun City,85351,2.0,1.0,1235.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/10844-W-MEADE-Drive/109757053.html,33.6061,-112.2797
320,2500000,14138 E PEAK VIEW Road,Scottsdale,85262,4.0,4.0,6000.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Sunrise-Desert-Vistas/14138-E-PEAK-VIEW-Road/109759157.html,33.7752,-111.7791
321,410000,10426 W ILLINI Street,Tolleson,85353,4.0,2.0,2258.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tolleson/10426-W-ILLINI-Street/109756672.html,33.4347,-112.2774
322,100000,341 W Shady Glenn Drive,Williams,86320,3.0,2.0,1440.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Williams-CCD/Greater-Valle/341-W-Shady-Glenn-Drive/109774105.html,35.215,-112.5027
323,425000,19615 W SOLANO Drive,Buckeye,85326,4.0,4.0,2247.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Sundance/19615-W-SOLANO-Drive/109757070.html,33.3703,-112.5838
324,460000,3775 E HANS Drive,Gilbert,85296,3.0,3.0,1961.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Greenfield-Lakes/3775-E-HANS-Drive/109759135.html,33.3354,-111.7406
325,199000,317 E 4TH Street,Casa Grande,85122,2.0,1.0,1326.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/317-E-4TH-Street/109756660.html,32.8905,-111.754
326,689000,23605 N 24TH Terrace,Phoenix,85024,6.0,4.0,3958.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Desert-View/23605-N-24TH-Terrace/109759342.html,33.6617,-112.037
327,749900,28864 N Pamela Drive,Queen Creek,85142,4.0,3.0,3025.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/28864-N-Pamela-Drive/109757019.html,33.2487,-111.6343
328,359000,16922 N VERDE Place,Maricopa,85138,4.0,2.0,1911.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/16922-N-VERDE-Place/109756626.html,33.0073,-111.9324
329,791500,440 Cabaret Street,Prescott,86301,3.0,3.0,1994.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/440-Cabaret-Street/109774104.html,34.5917,-112.4265
330,370000,4311 N 17th Avenue,Phoenix,85015,3.0,1.0,1500.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Encanto-Village/4311-N-17th-Avenue/109726795.html,33.5082,-112.1011
331,470000,2302 W DEL CAMPO Circle,Mesa,85202,4.0,2.0,1903.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Powell-Estates/2302-W-DEL-CAMPO-Circle/109757013.html,33.3851,-111.8724
332,1900000,321 E CLAREMONT Street,Phoenix,85012,4.0,5.0,3656.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/321-E-CLAREMONT-Street/109756937.html,33.5097,-112.0678
333,949000,21682 N 53rd Drive ,Glendale,85308,4.0,3.5,3855.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Arrowhead-Ranch/21682-N-53rd-Drive-/109727378.html,33.6539,-112.1694
334,385000,14230 W VOLTAIRE Street,Surprise,85379,3.0,2.0,1324.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Mountain-Gate/14230-W-VOLTAIRE-Street/109756715.html,33.6021,-112.3736
335,550000,9250 E Charlotte Place,Tucson,85710,4.0,4.0,3244.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Harrison-East-South/9250-E-Charlotte-Place/109213304.html,32.2138,-110.824
336,390000,3749 E DULCIANA Avenue,Mesa,85206,4.0,2.0,1500.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Meadowgreen/3749-E-DULCIANA-Avenue/109759292.html,33.4026,-111.7242
337,720000,7896 S DATELAND Drive,Tempe,85284,3.0,3.0,2628.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tempe/Sandahl/7896-S-DATELAND-Drive/109759169.html,33.3363,-111.9197
338,322000,39100 W Habu Drive,Ash Fork,86337,3.0,2.0,1568.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Ash-Fork-CCD/39100-W-Habu-Drive/109759236.html,35.3212,-112.9548
339,650000,19051 S 211TH Way,Queen Creek,85142,4.0,3.0,2770.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Ellsworth/19051-S-211TH-Way/109756917.html,33.2487,-111.6343
340,595000,978 Heather Lane,Chino Valley,86323,4.0,2.0,2286.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Chino-Valley/978-Heather-Lane/109317832.html,34.7757,-112.4731
341,1600000,21616 S CRISMON Road,Queen Creek,85142,3.0,2.0,3644.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Queenland-Manor/21616-S-CRISMON-Road/109756737.html,33.2487,-111.6343
342,390000,20565 W NELSON Place,Buckeye,85396,3.0,2.0,1623.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Verrado/20565-W-NELSON-Place/109756987.html,33.468,-112.4787
343,478000,1009 Riata Valley Circle,Kingman,86409,3.0,3.0,2692.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Kingman/1009-Riata-Valley-Circle/109752152.html,35.2633,-114.0223
344,799000,7733 E BUTEO Drive,Scottsdale,85255,5.0,3.0,2599.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Grayhawk/7733-E-BUTEO-Drive/109759238.html,33.6968,-111.8892
345,449000,4320 E HARVARD Avenue,Gilbert,85234,3.0,2.0,1725.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Towne-Meadows/4320-E-HARVARD-Avenue/109756978.html,33.3527,-111.7809
346,499082,6601 W LARIAT Lane,Phoenix,85083,4.0,3.0,2104.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Stetson-Valley/6601-W-LARIAT-Lane/109756834.html,33.7352,-112.1294
347,625000,1205 Hillview Cir,Lake Havasu City,86403,3.0,2.0,1775.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/1205-Hillview-Cir/109769082.html,34.4814,-114.3483
348,599000,1417 E BERRIDGE Lane,Phoenix,85014,4.0,2.0,2043.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/1417-E-BERRIDGE-Lane/109756939.html,33.5103,-112.0556
349,575000,9017 E Nacoma Drive,Sun Lakes,85248,3.0,2.0,2250.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/9017-E-Nacoma-Drive/109756698.html,33.2509,-111.8593
350,700000,6512 W Whispering Windmill Lane,Marana,85658,4.0,3.0,3047.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Marana-CCD/6512-W-Whispering-Windmill-Lane/108715450.html,32.4305,-111.1459
351,394135,2584 Climbing Rock Lane,Bullhead City,86442,2.0,3.0,1903.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2584-Climbing-Rock-Lane/109752118.html,35.106,-114.5947
352,378590,1100 W CHIMES TOWER Drive,Casa Grande,85122,4.0,2.0,2122.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/1100-W-CHIMES-TOWER-Drive/109756770.html,32.8905,-111.754
353,259900,1904 E Leisure Lane,Fort Mohave,86426,2.0,2.0,1434.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mohave-County/Fort-Mohave/1904-E-Leisure-Lane/109752119.html,35.0052,-114.5687
354,832000,16437 E NICKLAUS Drive,Fountain Hills,85268,3.0,4.0,3461.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Fountain-Hills/Firerock/16437-E-NICKLAUS-Drive/109759349.html,33.6085,-111.7237
355,349900,1541 E FLOWER Circle,Mesa,85204,3.0,2.0,1788.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Powell-Estates/1541-E-FLOWER-Circle/109756671.html,33.3992,-111.7896
356,2000000,5050 N 2ND Street,Phoenix,85012,5.0,5.0,4486.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/5050-N-2ND-Street/109756544.html,33.5097,-112.0678
357,440000,30427 N 42ND Place,Cave Creek,85331,3.0,3.0,1674.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Cave-Creek/30427-N-42ND-Place/109756969.html,33.8851,-111.9349
358,275000,4809 W Candleberry Way,Tortolita,85742,3.0,2.0,1582.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Tortolita/4809-W-Candleberry-Way/109776879.html,32.4076,-111.065
359,950000,766 Cherokee Road,Prescott,86303,4.0,4.0,2957.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/766-Cherokee-Road/109206491.html,34.4958,-112.3783
360,1444000,8654 E CHERYL Drive,Scottsdale,85258,4.0,3.0,2800.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/McCormick-Ranch/8654-E-CHERYL-Drive/109756703.html,33.5647,-111.8931
361,375500,7211 W Dupont Way,Valencia West,85757,4.0,3.0,2300.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Valencia-West/7211-W-Dupont-Way/108619407.html,32.1336,-111.0973
362,675000,3018 E WELDON Avenue,Phoenix,85016,3.0,2.0,1995.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Biltmore/3018-E-WELDON-Avenue/109756848.html,33.5021,-112.0305
363,310000,1310 S OWL Drive,Gilbert,85296,3.0,2.0,1061.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Lyons-Gate/1310-S-OWL-Drive/109756733.html,33.3354,-111.7406
364,500000,383 S Via De Los Campos,Tucson,85711,4.0,2.0,2288.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Rosemont-Aledea-Linda/383-S-Via-De-Los-Campos/109776881.html,32.2127,-110.8829
365,499900,1901 W PERSHING Avenue,Phoenix,85029,5.0,3.0,2194.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/North-Mountain-Village/1901-W-PERSHING-Avenue/109757015.html,33.5961,-112.1199
366,898000,14620 E. Diamond Sky Trail ,Mingus Mountain,86315,3.0,3.0,2471.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mingus-Mountain/Woodchute-Mountain/14620-E-Diamond-Sky-Trail-/109727427.html,34.7055,-112.2639
367,370000,41378 W GRANADA Drive,Maricopa,85138,4.0,3.0,2463.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/41378-W-GRANADA-Drive/109759295.html,33.0073,-111.9324
368,350000,8536 Antelope Drive,White Mountain Lake,85901,5.0,2.0,1825.0,https://www.point2homes.com/US/Home-For-Sale/AZ/White-Mountain-Lake/8536-Antelope-Drive/109752435.html,34.2998,-110.0
369,179000,3301 S GOLDFIELD Road 6059,Apache Junction,85119,2.0,2.0,1399.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Apache-Junction/3301-S-GOLDFIELD-Road/108005869.html,33.4001,-111.5028
370,500000,3555 Red Cloud Dr,Lake Havasu City,86406,3.0,3.0,1517.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/3555-Red-Cloud-Dr/109453814.html,34.4228,-114.125
371,26900,11201 N El Mirage Rd,El Mirage,85335,2.0,1.0,600.0,https://www.point2homes.com/US/Home-For-Sale/AZ/El-Mirage/11201-N-El-Mirage-Rd/105579131.html,33.6082,-112.3241
372,83000,29217 S Sage Ave B205,Wellton,85356,1.0,1.0,704.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Wellton-CCD/29217-S-Sage-Ave-B205/109643234.html,32.6935,-114.1561
373,309999,7525 E. 26th St.,Yuma,85365,4.0,2.0,1907.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Yuma-CCD/7525-E-26th-St/109170349.html,32.7093,-114.4905
374,455000,7746 E Lavender Loop,Prescott Valley,86315,2.0,3.0,1879.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/7746-E-Lavender-Loop/106795039.html,34.7055,-112.2639
375,1395000,2570 Plaza Hermosa,Lake Havasu City,86406,3.0,4.0,4274.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/2570-Plaza-Hermosa/107082916.html,34.4228,-114.125
376,154000,11584 S. Bonnie Ave.,Fortuna Foothills,85367,2.0,2.0,960.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Fortuna-Foothills/11584-S-Bonnie-Ave/108890043.html,32.6566,-114.4042
377,175000,703 Quail Run Avenue,Douglas,85607,4.0,2.0,1514.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Douglas/703-Quail-Run-Avenue/106825031.html,31.3511,-109.5447
378,485000,2496 E PROUTY Lane,Casa Grande,85194,3.0,2.0,1653.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/2496-E-PROUTY-Lane/108303525.html,32.8984,-111.6261
379,410000,38611 N ARMADILLO Drive,San Tan Valley,85140,3.0,2.0,1871.0,https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/38611-N-ARMADILLO-Drive/109493149.html,33.1911,-111.528
380,599000,8701 E SANDALWOOD Drive,Scottsdale,85250,4.0,2.0,1760.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Indian-Bend/8701-E-SANDALWOOD-Drive/109492880.html,33.5218,-111.9049
381,248000,28572 E LIGURTA LN,Wellton,85356,3.0,2.0,1440.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Wellton-CCD/28572-E-LIGURTA-LN/109695611.html,32.6935,-114.1561
382,630000,11485 N 90TH Way,Scottsdale,85260,3.0,2.0,1508.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Via-Linda-Corridor/11485-N-90TH-Way/109553935.html,33.6013,-111.8867
383,1495000,9230 E ANDORA HILLS Drive,Scottsdale,85262,3.0,4.0,4058.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Desert-Mountain/9230-E-ANDORA-HILLS-Drive/109493191.html,33.7752,-111.7791
384,400000,617 E WATSON Drive,Tempe,85283,3.0,2.0,1266.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tempe/Pepperwood/617-E-WATSON-Drive/109492709.html,33.3665,-111.9312
385,459000,5630 S SAGE Way,Gold Canyon,85118,3.0,2.0,2855.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Gold-Canyon/5630-S-SAGE-Way/109492739.html,33.3284,-111.3502
386,619000,422 S Sun Road,Apache Junction,85119,4.0,2.0,1843.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Apache-Junction/422-S-Sun-Road/109699322.html,33.4001,-111.5028
387,490000,378 W EVERGREEN PEAR Avenue,San Tan Valley,85140,4.0,3.0,2261.0,https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/378-W-EVERGREEN-PEAR-Avenue/109492914.html,33.1911,-111.528
388,565000,25413 W PUEBLO Avenue,Buckeye,85326,3.0,2.0,1747.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Westpark/25413-W-PUEBLO-Avenue/109435961.html,33.3703,-112.5838
389,324485,392 N 20TH Street,Coolidge,85128,4.0,2.0,1775.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Coolidge/392-N-20TH-Street/109614256.html,32.9574,-111.5344
390,299900,10363 E SUNFLOWER Lane,Florence,85132,3.0,2.0,1831.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Florence/10363-E-SUNFLOWER-Lane/109554004.html,32.9969,-111.3612
391,3200000,9870 E JENAN Drive,Scottsdale,85260,4.0,5.0,4050.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Cactus-Corridor/9870-E-JENAN-Drive/109551538.html,33.6013,-111.8867
392,575000,15225 N 77TH Drive,Peoria,85381,4.0,4.0,2700.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Peoria/Crown-Point/15225-N-77TH-Drive/109551611.html,33.6048,-112.2237
393,295000,7279 E 24 LN,Yuma,85365,3.0,2.0,1562.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Yuma-CCD/7279-E-24-LN/108963619.html,32.7093,-114.4905
394,725000,1248 E CLARK Drive,Gilbert,85297,6.0,4.0,4046.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Estates-at-the-Spectrum/1248-E-CLARK-Drive/109177585.html,33.2781,-111.7096
